,lng,lat,type
343,109.010447,34.307354,2.0
344,109.00568799999999,34.280749,2.0
345,109.0106111,34.2807,2.0
346,109.024902,34.30715,2.0
347,109.012431,34.260961,2.0
348,109.012522,34.260887,2.0
349,109.03963300000001,34.305954,3.0
350,109.011478,34.262201,2.0
351,109.01513100000001,34.259324,2.0
352,109.0133336,34.253714,2.0
353,109.022429,34.302594,2.0
354,109.00870400000001,34.304331,2.0
355,109.02436999999999,34.294553,2.0
356,109.01299499999999,34.268971,2.0
357,109.006304,34.265357,2.0
358,109.009212,34.283302,2.0
359,109.009823,34.249851,2.0
360,109.022727,34.273455,2.0
361,109.067752,34.27785,2.0
362,109.070241,34.278649,2.0
363,109.070254,34.273644,2.0
364,109.07937199999999,34.274283000000004,2.0
365,109.076981,34.274001,2.0
366,109.07160800000001,34.269677,2.0
367,109.06799299999999,34.260433,2.0
368,109.06355400000001,34.27102,2.0
369,109.076981,34.274001,2.0
370,109.06513100000001,34.264665,2.0
371,109.06576399999999,34.265969,2.0
372,109.08283899999999,34.278063,2.0
373,109.043434,34.272259000000005,2.0
374,109.050808,34.278265000000005,2.0
375,109.050905,34.280091999999996,2.0
376,109.057794,34.285996999999995,3.0
377,109.064176,34.268238000000004,2.0
378,109.07401399999999,34.267887,2.0
379,109.05756399999999,34.279156,2.0
380,109.057055,34.283995000000004,2.0
381,109.08348799999999,34.279965999999995,2.0
382,109.07683899999999,34.281366,2.0
383,109.06023,34.27479,2.0
384,109.071874,34.270641,2.0
385,109.04379099999998,34.266828000000004,2.0
386,109.04379099999998,34.266828000000004,2.0
387,109.07456200000001,34.311433,2.0
388,109.083301,34.317436,2.0
389,109.08348799999999,34.279965999999995,2.0
390,109.07683899999999,34.281366,2.0
391,109.069728,34.284642,2.0
392,109.06935,34.285135,2.0
393,109.076098,34.325594,2.0
394,109.03270800000001,34.300701000000004,2.0
395,109.041242,34.276156,2.0
396,109.03943999999998,34.309849,2.0
397,109.06355400000001,34.27102,2.0
398,109.077444,34.301153,2.0
399,109.073535,34.291668,2.0
400,109.081658,34.304505,2.0
401,109.081658,34.304505,2.0
402,109.081658,34.304505999999996,3.0
403,109.077661,34.279387,2.0
404,109.07968899999999,34.272979,3.0
405,109.080596,34.275718,2.0
406,109.07221799999999,34.260968,2.0
407,109.057694,34.275609,2.0
408,109.051175,34.269152000000005,2.0
409,109.052008,34.262408,2.0
410,109.05627199999999,34.250652,2.0
411,109.06135900000001,34.262112,2.0
412,109.126102,34.307052,2.0
413,109.12518500000002,34.300129,2.0
414,109.12515,34.303005,2.0
415,109.125165,34.307840999999996,3.0
416,109.124204,34.313114,2.0
417,109.12453899999998,34.314761,2.0
418,109.12481100000001,34.318209,2.0
419,109.12491499999999,34.319384,2.0
420,109.124204,34.306430999999996,2.0
421,109.08152700000001,34.27555,2.0
422,109.06509399999999,34.268457,2.0
423,109.076981,34.274001,3.0
424,109.07833400000001,34.27412,2.0
425,109.066345,34.260622,2.0
426,109.06588400000001,34.274388,3.0
427,109.067178,34.280589,2.0
428,109.074289,34.266929,2.0
429,109.07683899999999,34.281366,2.0
430,109.08349,34.282667,2.0
431,109.051805,34.272314,2.0
432,109.052618,34.266022,2.0
433,109.043727,34.268778999999995,2.0
434,109.057578,34.287607,2.0
435,109.057621,34.288524,3.0
436,109.055718,34.284335999999996,3.0
437,108.93355600000001,34.368885,2.0
438,109.04835800000001,34.279163,2.0
439,108.936323,34.36945,2.0
440,109.064571,34.287973,2.0
441,109.083003,34.317045,2.0
442,109.057783,34.2771,2.0
443,109.123826,34.316194,2.0
444,109.075655,34.300212,2.0
445,109.07141499999999,34.300145,3.0
446,109.081658,34.304509,2.0
447,109.124632,34.305053,2.0
448,109.043434,34.272259000000005,2.0
449,109.055305,34.296032000000004,2.0
450,109.046958,34.292077,2.0
451,109.05415500000001,34.288142,2.0
452,109.050271,34.286406,2.0
453,109.05096599999999,34.29164,2.0
454,109.051996,34.294496,2.0
455,109.05161299999999,34.288938,2.0
456,109.052139,34.292868,2.0
457,109.055327,34.295953999999995,2.0
458,109.04654599999999,34.293768,2.0
459,109.04713400000001,34.294087,2.0
460,109.04793500000001,34.294334,2.0
461,109.07616000000002,34.323067,2.0
462,109.061848,34.340513,2.0
463,109.06151100000001,34.306773,2.0
464,109.061651,34.300655,2.0
465,109.081658,34.304505,2.0
466,109.084001,34.298626,2.0
467,109.081872,34.302302000000005,2.0
468,109.08134220000001,34.302018,2.0
469,109.06948799999999,34.297894,
470,109.070452,34.295695,2.0
471,109.07421000000001,34.297470000000004,2.0
472,109.07158700000001,34.296784,2.0
473,109.068964,34.295084,2.0
474,109.069359,34.295293,2.0
475,109.075166,34.276461,2.0
476,109.039282,34.36108,2.0
477,109.07580800000001,34.275069,2.0
478,109.07750700000001,34.278304,2.0
479,108.957505,34.311436,2.0
480,108.940545,34.302183,2.0
481,108.952127,34.315690000000004,2.0
482,108.951073,34.305792,3.0
483,108.94708500000002,34.305763,2.0
484,108.95425300000001,34.311305,2.0
485,108.954415,34.311141,2.0
486,108.956203,34.311234000000006,3.0
487,108.98019599999999,34.321878000000005,3.0
488,108.978633,34.320015000000005,3.0
489,108.954604,34.30577,2.0
490,108.95278,34.315703000000006,2.0
491,108.96038,34.316057,2.0
492,108.96693300000001,34.315649,3.0
493,108.94823899999999,34.299599,2.0
494,108.94563400000001,34.314412,2.0
495,108.99059,34.314945,2.0
496,108.96309699999999,34.315358,2.0
497,108.942274,34.314367,2.0
498,108.941116,34.31304,3.0
499,108.960222,34.313838,2.0
500,108.96003400000001,34.313033000000004,2.0
501,108.960842,34.31474,2.0
502,108.964238,34.311594,2.0
503,108.94248999999999,34.299785,3.0
504,108.940451,34.314307,2.0
505,108.974905,34.33724,2.0
506,108.99342800000001,34.314714,2.0
507,108.95010800000001,34.301716,2.0
508,108.95010800000001,34.301716,2.0
509,108.95010800000001,34.301716,2.0
510,108.95010800000001,34.301716,3.0
511,108.93686699999999,34.307992999999996,2.0
512,108.98163799999999,34.309,2.0
513,108.948279,34.313413,3.0
514,108.94863000000001,34.311892,2.0
515,108.948378,34.314501,2.0
516,108.97526599999999,34.323463000000004,3.0
517,108.99265600000001,34.312034000000004,2.0
518,108.99724599999999,34.335307,2.0
519,108.985556,34.314064,2.0
520,108.952762,34.30437,2.0
521,108.942306,34.310945000000004,2.0
522,109.01075,34.316627000000004,2.0
523,109.021584,34.311842,3.0
524,108.970704,34.328568,3.0
525,108.97589599999999,34.328478000000004,3.0
526,108.970578,34.338598,3.0
527,108.972968,34.338435,2.0
528,108.989319,34.311368,2.0
529,108.995659,34.319326000000004,2.0
530,108.99535300000001,34.31706,2.0
531,108.995318,34.319072,2.0
532,108.963392,34.310812,3.0
533,108.98026200000001,34.335811,2.0
534,108.995605,34.328761,2.0
535,109.005091,34.372826,2.0
536,109.010122,34.371038,2.0
537,108.969536,34.329328000000004,3.0
538,108.96948200000001,34.329223,2.0
539,108.9741,34.328463,2.0
540,108.974746,34.316806,2.0
541,108.974764,34.318670000000004,2.0
542,108.973525,34.317686,3.0
543,109.000128,34.401227,2.0
544,109.000128,34.401227,2.0
545,108.985863,34.397704,2.0
546,108.98873799999998,34.398509000000004,2.0
547,108.990606,34.398396999999996,2.0
548,109.011626,34.310781,2.0
549,108.967793,34.324304,3.0
550,109.06589,34.264783,2.0
551,108.98319,34.312125,3.0
552,109.003169,34.37722,2.0
553,108.96258300000001,34.349969,2.0
554,108.96843999999999,34.347257,2.0
555,108.96456,34.353695,3.0
556,109.011626,34.310781,2.0
557,108.98258,34.324543,3.0
558,108.990642,34.333147,2.0
559,108.96943600000002,34.325191,3.0
560,108.96779099999999,34.326240000000006,2.0
561,109.01225500000001,34.327806,3.0
562,109.02201399999998,34.337632,2.0
563,109.00784399999999,34.402390999999994,2.0
564,108.99579399999999,34.408811,2.0
565,108.991299,34.36032,2.0
566,108.976378,34.385819,2.0
567,108.988122,34.387037,2.0
568,109.009622,34.312173,2.0
569,108.98905900000001,34.375469,2.0
570,108.846245,34.266104,2.0
571,108.973501,34.325509000000004,3.0
572,108.976308,34.325494,2.0
573,109.011582,34.1914,2.0
574,109.010176,34.365483000000005,2.0
575,109.01998200000001,34.339026000000004,3.0
576,109.012768,34.343533,2.0
577,109.01448300000001,34.388816999999996,2.0
578,108.98867299999999,34.335328999999994,2.0
579,108.969017,34.347491999999995,2.0
580,108.996652,34.386059,2.0
581,108.982274,34.3218,3.0
582,109.000522,34.323001,2.0
583,108.98348200000001,34.369281,2.0
584,109.00028400000001,34.37383,2.0
585,108.990086,34.381256,2.0
586,108.961118,34.225184999999996,2.0
587,108.97711100000001,34.359633,2.0
588,108.927719,34.30087,2.0
589,108.994229,34.378840999999994,3.0
590,108.928008,34.304875,2.0
591,109.07076299999999,34.243652000000004,2.0
592,108.96483700000002,34.369702000000004,2.0
593,108.907968,34.190977000000004,2.0
594,108.99518400000001,34.312988,2.0
595,109.00947099999999,34.313989,2.0
596,109.01593999999999,34.297416999999996,2.0
597,108.968079,34.3455,2.0
598,108.98155200000001,34.358921,2.0
599,108.953779,34.23559,3.0
600,108.94863500000001,34.22996,2.0
601,108.9518,34.2192,3.0
602,108.950231,34.231848,3.0
603,108.96296799999999,34.231856,2.0
604,108.929874,34.225514000000004,2.0
605,108.93724499999999,34.22602,3.0
606,108.946146,34.208267,3.0
607,108.94191299999999,34.209203,2.0
608,108.94191799999999,34.20733,2.0
609,108.941891,34.212047,3.0
610,108.94393000000001,34.208161,3.0
611,108.92603000000001,34.203643,2.0
612,108.923626,34.204094,2.0
613,108.93500700000001,34.203891999999996,2.0
614,108.914627,34.206167,3.0
615,108.90673899999999,34.206916,2.0
616,108.92268700000001,34.214125,3.0
617,108.941327,34.197540999999994,2.0
618,108.926375,34.22387,2.0
619,108.93082199999999,34.230907,2.0
620,108.930525,34.230435,3.0
621,108.93381299999999,34.235621,3.0
622,108.94041499999999,34.233457,3.0
623,108.93438700000002,34.23333,3.0
624,108.92878200000001,34.233053999999996,3.0
625,108.951756,34.220773,3.0
626,108.950399,34.217809,3.0
627,108.95314599999999,34.221568,3.0
628,108.946781,34.212993,2.0
629,108.94676000000001,34.209154,3.0
630,108.934835,34.203813000000004,2.0
631,108.934835,34.207792,3.0
632,108.940423,34.212728999999996,3.0
633,108.94292,34.217971,3.0
634,108.946141,34.215282,2.0
635,108.93138799999998,34.19722,2.0
636,108.92562099999999,34.208401,2.0
637,108.930957,34.197369,2.0
638,108.933302,34.226099,3.0
639,108.905377,34.206117,2.0
640,108.92178999999999,34.20686,2.0
641,108.93088,34.214473999999996,3.0
642,108.94766399999999,34.202740000000006,3.0
643,108.951168,34.208293,3.0
644,108.941574,34.220652,3.0
645,108.951756,34.220773,2.0
646,108.952322,34.215312,2.0
647,108.949178,34.215282,3.0
648,108.96753999999999,34.22548,2.0
649,108.930116,34.215907,3.0
650,108.92183600000001,34.227886,2.0
651,108.928491,34.226013,3.0
652,108.939497,34.220532,3.0
653,108.92373,34.21415,1.0
654,108.99004199999999,34.241206,2.0
655,108.90236999999999,34.20332,2.0
656,108.947771,34.204388,2.0
657,108.947696,34.19594,2.0
658,108.950441,34.201384000000004,2.0
659,108.941172,34.194352,3.0
660,108.91828899999999,34.200207,2.0
661,108.9476,34.197556,3.0
662,108.9476,34.197556,3.0
663,108.982122,34.245279,3.0
664,108.982122,34.245279,2.0
665,108.97333400000001,34.217913,2.0
666,108.919549,34.205099,2.0
667,108.92613100000001,34.210987,2.0
668,108.96956200000001,34.203043,3.0
669,108.959907,34.200891999999996,2.0
670,108.941787,34.18675,2.0
671,108.93823,34.196369,2.0
672,108.938134,34.196851,2.0
673,108.914693,34.206208000000004,2.0
674,108.91516899999999,34.207905,2.0
675,108.907021,34.204296,2.0
676,108.93118100000001,34.22279,2.0
677,108.93118100000001,34.22279,2.0
678,108.944034,34.233489,3.0
679,108.951502,34.209185,2.0
680,108.96146499999999,34.197798,2.0
681,108.96085900000001,34.19769,2.0
682,108.914348,34.205989,2.0
683,108.93020200000001,34.204369,2.0
684,108.932023,34.204253,2.0
685,108.928274,34.200187,3.0
686,108.945652,34.204287,3.0
687,108.93935400000001,34.204561,3.0
688,108.94936100000001,34.204367,2.0
689,108.896179,34.184566,2.0
690,108.910799,34.185126000000004,3.0
691,108.92613100000001,34.210987,2.0
692,108.930752,34.200111,2.0
693,108.930154,34.19927,2.0
694,108.93491100000001,34.199552000000004,2.0
695,108.96198799999999,34.208026000000004,2.0
696,108.951907,34.191173,3.0
697,108.945,34.18492,3.0
698,108.931,34.1822,2.0
699,108.936383,34.188452000000005,3.0
700,108.931933,34.188635999999995,3.0
701,108.93758999999999,34.208059999999996,2.0
702,108.95470800000001,34.221578,2.0
703,108.96289099999998,34.206307,2.0
704,108.955471,34.198004,3.0
705,108.939972,34.217953,2.0
706,108.94926000000001,34.20135,3.0
707,108.934849,34.196021,2.0
708,108.92231899999999,34.190284000000005,2.0
709,108.92416599999999,34.19923,2.0
710,108.90335900000001,34.200134999999996,3.0
711,108.941927,34.214433,2.0
712,108.904453,34.176832,3.0
713,108.91781100000001,34.214081,3.0
714,108.946845,34.218007,2.0
715,108.93509399999999,34.190862,3.0
716,108.894023,34.182269,3.0
717,108.89798600000002,34.180271000000005,3.0
718,108.941805,34.196166999999996,2.0
719,109.01391399999999,34.263119,2.0
720,108.93829699999999,34.211222,2.0
721,108.93829699999999,34.211222,2.0
722,108.93829699999999,34.211222,2.0
723,108.93829699999999,34.211220000000004,2.0
724,108.942187,34.21182,2.0
725,108.93829699999999,34.211222,2.0
726,108.924453,34.230942999999996,3.0
727,108.92613100000001,34.210987,2.0
728,108.93163999999999,34.20122,2.0
729,108.971002,34.211376,2.0
730,108.98751999999999,34.20194,2.0
731,108.98801999999999,34.20162,2.0
732,108.96293100000001,34.232079,2.0
733,108.96293100000001,34.232079,2.0
734,108.96293100000001,34.232079,2.0
735,108.96293100000001,34.232079,2.0
736,108.911753,34.242271,3.0
737,108.909255,34.238421,3.0
738,108.91018999999999,34.239872999999996,2.0
739,108.89158400000001,34.225888,2.0
740,108.890286,34.225992,2.0
741,108.88817,34.240916999999996,2.0
742,108.888548,34.241051,2.0
743,108.888503,34.236119,3.0
744,108.888125,34.236925,2.0
745,108.89815,34.220494,2.0
746,108.897742,34.222211,3.0
747,108.899413,34.223345,2.0
748,108.90851,34.239228999999995,3.0
749,108.91923100000001,34.236044,2.0
750,108.91712,34.232797999999995,3.0
751,108.916797,34.232510999999995,3.0
752,108.88816000000001,34.196185,2.0
753,108.90079899999999,34.23964,2.0
754,108.91658999999999,34.224392,2.0
755,108.91442099999999,34.225355,3.0
756,108.91638300000001,34.224789,3.0
757,108.91163999999999,34.226815,3.0
758,108.90624199999999,34.21761,3.0
759,108.907859,34.221241,3.0
760,108.90898100000001,34.220469,3.0
761,108.9105,34.232788,3.0
762,108.910446,34.232923,2.0
763,108.90917900000001,34.232307,2.0
764,108.91139299999999,34.224215,2.0
765,108.910531,34.227356,3.0
766,108.90803799999999,34.231097999999996,2.0
767,108.90860900000001,34.218498,2.0
768,108.911717,34.224461,3.0
769,108.911079,34.226774,3.0
770,108.90803799999999,34.231097999999996,3.0
771,108.90705,34.217386,3.0
772,108.907427,34.216793,3.0
773,108.91370900000001,34.231363,3.0
774,108.91984,34.228770000000004,2.0
775,108.915403,34.238888,2.0
776,108.91746,34.238015000000004,2.0
777,108.920379,34.230882,2.0
778,108.917846,34.229517,3.0
779,108.86359499999999,34.193042999999996,2.0
780,108.86359499999999,34.193042999999996,2.0
781,108.90831200000001,34.236911,2.0
782,108.90087,34.230692,3.0
